,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,5Y,Longevity,Longevity in drafted franchise
Luc Longley,26,1991,00,1610612750,MIN,23.0,66,3,15.015151515151516,1.7272727272727273,3.772727272727273,0.458,0.0,0.0,0.0,0.803030303030303,1.2121212121212122,0.663,1.0151515151515151,2.878787878787879,3.893939393939394,0.803030303030303,0.5303030303030303,0.9696969696969697,1.2575757575757576,2.378787878787879,4.257575757575758,True,10,3
Kevon Looney,1626172,2015,00,1610612744,GSW,20.0,5,0,4.2,0.8,1.4,0.571,0.2,0.4,0.5,0.0,0.0,0.0,0.8,1.2,2.0,0.0,0.0,0.0,0.2,0.4,1.8,True,10,10
Brook Lopez,201572,2008,00,1610612751,NJN,21.0,82,75,30.5,5.463414634146342,10.292682926829269,0.531,0.0,0.024390243902439025,0.0,2.097560975609756,2.6463414634146343,0.793,2.7439024390243905,5.365853658536586,8.109756097560975,1.048780487804878,0.5365853658536586,1.8414634146341464,1.7926829268292683,3.1341463414634148,13.024390243902438,True,17,4
Felipe Lopez,1732,1998,00,1610612763,VAN,24.0,47,32,25.914893617021278,3.595744680851064,8.063829787234043,0.446,0.2553191489361702,0.9361702127659575,0.273,1.851063829787234,2.872340425531915,0.644,1.4680851063829787,2.0638297872340425,3.5319148936170213,1.3191489361702127,1.0425531914893618,0.2978723404255319,1.7446808510638299,2.723404255319149,9.297872340425531,False,4,2
Raul Lopez,2221,2003,00,1610612762,UTA,24.0,82,11,19.74390243902439,2.7195121951219514,6.304878048780488,0.431,0.3048780487804878,1.0365853658536586,0.294,1.2317073170731707,1.4268292682926829,0.863,0.2926829268292683,1.5975609756097562,1.8902439024390243,3.7195121951219514,0.7560975609756098,0.024390243902439025,2.1219512195121952,2.4390243902439024,6.975609756097561,False,2,2
Robin Lopez,201577,2008,00,1610612756,PHX,21.0,60,7,10.233333333333333,1.1833333333333333,2.283333333333333,0.518,0.0,0.016666666666666666,0.0,0.7833333333333333,1.1333333333333333,0.691,0.8666666666666667,1.1,1.9666666666666666,0.13333333333333333,0.18333333333333332,0.6833333333333333,0.4666666666666667,1.6166666666666667,3.15,True,16,4
Ryan Lorthridge,943,1994,00,1610612744,GOS,22.0,37,2,18.16216216216216,2.864864864864865,6.027027027027027,0.475,0.08108108108108109,0.3783783783783784,0.214,1.5405405405405406,2.3783783783783785,0.648,0.6486486486486487,1.2702702702702702,1.9189189189189189,2.72972972972973,0.7567567567567568,0.02702702702702703,1.5405405405405406,1.135135135135135,7.351351351351352,False,1,1
Jim Loscutoff,77409,1955,00,1610612738,BOS,26.0,71,0,22.281690140845072,3.183098591549296,8.845070422535212,0.36,0.0,0.0,0,1.9577464788732395,2.915492957746479,0.671,0.0,0.0,8.76056338028169,0.9154929577464789,0.0,0.0,0.0,3.0,8.32394366197183,True,9,9
Plummer Lott,77410,1967,00,1610612760,SEA,22.0,44,0,10.863636363636363,1.0454545454545454,3.3636363636363638,0.311,0.0,0.0,0,0.4318181818181818,0.7045454545454546,0.613,0.0,0.0,2.1136363636363638,0.8181818181818182,0.0,0.0,0.0,1.4772727272727273,2.522727272727273,False,2,2
Kevin Loughery,77411,1962,00,1610612765,DET,23.0,57,0,14.824561403508772,2.56140350877193,6.964912280701754,0.368,0.0,0.0,0,1.2456140350877194,1.7543859649122806,0.71,0.0,0.0,1.912280701754386,1.8245614035087718,0.0,0.0,0.0,2.3684210526315788,6.368421052631579,True,11,2
Didi Louzada,1629712,2020,00,1610612740,NOP,21.0,3,0,18.666666666666668,1.0,4.333333333333333,0.231,0.6666666666666666,2.6666666666666665,0.25,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.0,1.0,1.6666666666666667,2.6666666666666665,False,2,2
Bob Love,77412,1966,00,1610612758,CIN,24.0,66,0,16.272727272727273,2.621212121212121,6.106060606060606,0.429,0.0,0.0,0,1.4090909090909092,2.227272727272727,0.633,0.0,0.0,3.893939393939394,0.7424242424242424,0.0,0.0,0.0,2.3181818181818183,6.651515151515151,True,11,2
Kevin Love,201567,2008,00,1610612750,MIN,20.0,81,37,25.28395061728395,3.9012345679012346,8.493827160493828,0.459,0.024691358024691357,0.2345679012345679,0.105,3.271604938271605,4.148148148148148,0.789,3.382716049382716,5.679012345679013,9.061728395061728,1.037037037037037,0.43209876543209874,0.6172839506172839,1.4567901234567902,2.5308641975308643,11.098765432098766,True,17,6
Stan Love,77413,1971,00,1610612764,BLT,23.0,74,0,17.93243243243243,3.27027027027027,7.243243243243243,0.451,0.0,0.0,0,1.3918918918918919,1.8918918918918919,0.736,0.0,0.0,4.5675675675675675,0.7027027027027027,0.0,0.0,0.0,2.72972972972973,7.9324324324324325,False,4,2
Clyde Lovellette,77414,1953,00,1610612747,MNL,24.0,72,0,17.430555555555557,3.2916666666666665,7.777777777777778,0.423,0.0,0.0,0,1.5833333333333333,2.2777777777777777,0.695,0.0,0.0,5.819444444444445,0.7083333333333334,0.0,0.0,0.0,2.9166666666666665,8.166666666666666,True,11,4
Sidney Lowe,77415,1983,00,1610612754,IND,24.0,78,2,15.871794871794872,1.3717948717948718,3.3205128205128207,0.413,0.02564102564102564,0.23076923076923078,0.111,1.3846153846153846,1.7820512820512822,0.777,0.38461538461538464,1.1794871794871795,1.564102564102564,3.448717948717949,1.1923076923076923,0.0641025641025641,1.358974358974359,1.435897435897436,4.153846153846154,False,4,1
Chuck Lowery,77416,1971,00,1610612749,MIL,22.0,20,0,6.7,0.85,1.9,0.447,0.0,0.0,0,0.55,0.9,0.611,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.8,2.25,False,1,1
Kyle Lowry,200768,2006,00,1610612763,MEM,21.0,10,0,17.5,1.4,3.8,0.368,0.3,0.8,0.375,2.5,2.8,0.893,1.2,1.9,3.1,3.2,1.4,0.1,1.2,2.0,5.6,True,19,3
Jordan Loyd,1628070,2018,00,1610612761,TOR,25.0,12,0,4.583333333333333,0.6666666666666666,1.5,0.444,0.3333333333333333,0.6666666666666666,0.5,0.75,0.9166666666666666,0.818,0.08333333333333333,0.6666666666666666,0.75,0.5,0.0,0.0,0.16666666666666666,0.4166666666666667,2.4166666666666665,False,1,1
